customer_id,join_date,home_city,home_country,home_lat,home_lon,age,segment,baseline_risk
196,2025-09-02 01:51:02.064194,Paris,FR,48.856613,2.352222,74,Mass,0.18656644427913052
197,2025-06-25 23:48:24.064194,Mexico City,MX,19.432608,-99.133209,28,Affluent,0.1494025784848379
198,2025-08-02 22:44:31.064194,Vancouver,CA,49.282729,-123.120738,63,Affluent,0.03655482617819383
199,2025-03-04 20:48:17.064194,Montreal,CA,45.501689,-73.567256,74,Mass,0.23419148516417698
200,2024-12-24 09:44:48.064194,Chicago,US,41.878113,-87.629799,71,Senior,0.061182906927709155
201,2025-07-17 13:07:28.064194,Vancouver,CA,49.282729,-123.120738,25,Affluent,0.11566806243344319
202,2025-07-05 20:38:42.064194,London,UK,51.507351,-0.127758,30,Mass,0.01
203,2025-03-20 22:51:30.064194,Chicago,US,41.878113,-87.629799,36,Senior,0.1387849648929795
204,2025-04-04 17:52:51.064194,Paris,FR,48.856613,2.352222,35,Student,0.019392842296924645
205,2025-02-23 03:25:33.064194,Mexico City,MX,19.432608,-99.133209,66,Affluent,0.18254641586238135
206,2025-02-13 15:09:38.064194,Vancouver,CA,49.282729,-123.120738,41,Affluent,0.055357448981543995
207,2025-01-07 21:38:02.064194,Mexico City,MX,19.432608,-99.133209,26,Mass,0.12819617810180794
208,2025-08-01 07:44:26.064194,Toronto,CA,43.65107,-79.347015,44,Mass,0.01
209,2025-04-10 15:18:50.064194,Toronto,CA,43.65107,-79.347015,43,Student,0.04671730301179998
210,2024-12-03 07:53:00.064194,London,UK,51.507351,-0.127758,63,Affluent,0.18577866863192224
211,2025-04-18 11:52:24.064194,Chicago,US,41.878113,-87.629799,40,Student,0.21693556281855778
212,2025-01-29 10:31:51.064194,New York,US,40.712776,-74.005974,43,Student,0.06266482349243493
213,2025-02-04 16:56:32.064194,Toronto,CA,43.65107,-79.347015,74,Senior,0.027860057699435267
214,2025-03-01 22:54:13.064194,Toronto,CA,43.65107,-79.347015,53,Mass,0.17173310597055333
215,2025-01-30 00:46:48.064194,Mexico City,MX,19.432608,-99.133209,58,Mass,0.134854896281505
216,2025-01-24 04:10:14.064194,Montreal,CA,45.501689,-73.567256,38,Affluent,0.030953657260817252
217,2024-12-24 02:18:57.064194,London,UK,51.507351,-0.127758,34,Senior,0.14544407310807486
218,2025-03-21 00:45:10.064194,Montreal,CA,45.501689,-73.567256,73,Mass,0.07567501050942066
219,2025-04-29 01:39:34.064194,New York,US,40.712776,-74.005974,48,Senior,0.09115292240714837
220,2025-06-13 12:50:53.064194,Chicago,US,41.878113,-87.629799,33,Senior,0.14587400523346666
221,2025-02-10 23:25:00.064194,Vancouver,CA,49.282729,-123.120738,60,Senior,0.10640315434777806
222,2024-12-29 06:57:17.064194,Montreal,CA,45.501689,-73.567256,70,Mass,0.06840330868572564
223,2025-06-12 07:20:56.064194,Montreal,CA,45.501689,-73.567256,41,Senior,0.01
224,2025-05-31 08:55:48.064194,London,UK,51.507351,-0.127758,66,Student,0.08523561977017728
225,2025-03-02 21:13:08.064194,Paris,FR,48.856613,2.352222,43,Mass,0.14850242922752266
226,2025-04-10 19:58:34.064194,Chicago,US,41.878113,-87.629799,21,Mass,0.1485952438480902
227,2025-03-26 05:16:57.064194,Toronto,CA,43.65107,-79.347015,60,Mass,0.11454610284796124
228,2025-07-10 00:09:53.064194,Vancouver,CA,49.282729,-123.120738,22,Student,0.1317244370669344
229,2025-05-21 07:28:53.064194,Chicago,US,41.878113,-87.629799,36,Mass,0.11872560541113797
230,2025-07-14 12:52:37.064194,Chicago,US,41.878113,-87.629799,33,Mass,0.12798437041971014
231,2025-02-20 19:49:59.064194,Montreal,CA,45.501689,-73.567256,59,Mass,0.11916103395594603
232,2024-12-08 09:58:43.064194,London,UK,51.507351,-0.127758,72,Senior,0.07223103197460994
233,2025-04-30 17:39:02.064194,Montreal,CA,45.501689,-73.567256,49,Mass,0.04304701252827439
234,2025-05-26 19:24:45.064194,San Francisco,US,37.774929,-122.419418,61,Mass,0.14064863033764485
235,2025-07-09 21:55:41.064194,Toronto,CA,43.65107,-79.347015,25,Mass,0.0783704720739131
236,2025-01-15 03:43:33.064194,London,UK,51.507351,-0.127758,55,Senior,0.2055970329099619
237,2025-04-09 11:39:31.064194,Mexico City,MX,19.432608,-99.133209,43,Mass,0.01
238,2024-12-04 09:09:34.064194,Toronto,CA,43.65107,-79.347015,34,Mass,0.04849829641949338
239,2025-09-03 17:44:36.064194,Mexico City,MX,19.432608,-99.133209,67,Mass,0.07989838121142806
240,2025-01-02 03:37:50.064194,San Francisco,US,37.774929,-122.419418,37,Mass,0.14834276607800986
241,2025-01-19 14:04:20.064194,San Francisco,US,37.774929,-122.419418,24,Mass,0.16518984198111739
242,2025-01-17 03:31:23.064194,Mexico City,MX,19.432608,-99.133209,44,Student,0.04434593472500058
243,2025-01-22 05:49:50.064194,Toronto,CA,43.65107,-79.347015,25,Mass,0.13078195222931507
244,2025-09-09 14:23:22.064194,Mexico City,MX,19.432608,-99.133209,40,Mass,0.144206949270607
245,2025-01-27 01:23:30.064194,Montreal,CA,45.501689,-73.567256,54,Mass,0.12408410285138739
246,2025-02-26 04:58:35.064194,Montreal,CA,45.501689,-73.567256,30,Affluent,0.16953610413728074
247,2025-04-03 04:52:18.064194,Montreal,CA,45.501689,-73.567256,63,Senior,0.14506013264101325
248,2025-06-04 22:54:30.064194,Montreal,CA,45.501689,-73.567256,71,Mass,0.11568418282617184
249,2025-05-07 16:46:03.064194,New York,US,40.712776,-74.005974,20,Mass,0.01
250,2025-03-15 10:41:01.064194,San Francisco,US,37.774929,-122.419418,34,Mass,0.186850237042009
251,2025-09-15 00:27:46.064194,Chicago,US,41.878113,-87.629799,55,Mass,0.07693358857168842
252,2025-02-10 22:53:08.064194,San Francisco,US,37.774929,-122.419418,32,Mass,0.1517589765501431
253,2025-07-30 16:49:23.064194,Mexico City,MX,19.432608,-99.133209,43,Senior,0.07705753575021496
254,2025-08-02 01:35:29.064194,London,UK,51.507351,-0.127758,63,Mass,0.14008273861739046
255,2025-02-03 09:43:14.064194,London,UK,51.507351,-0.127758,62,Senior,0.09345350574758783
256,2025-02-16 16:49:15.064194,London,UK,51.507351,-0.127758,55,Mass,0.17426807530139826
257,2025-06-06 10:33:44.064194,Paris,FR,48.856613,2.352222,55,Mass,0.1262977588096843
258,2025-03-29 22:23:07.064194,Montreal,CA,45.501689,-73.567256,65,Mass,0.056235162003686764
259,2025-01-14 03:05:10.064194,Paris,FR,48.856613,2.352222,49,Student,0.18046974211210298
260,2025-01-24 05:20:41.064194,Paris,FR,48.856613,2.352222,64,Affluent,0.03872937124535941
261,2025-03-22 15:42:11.064194,Toronto,CA,43.65107,-79.347015,31,Mass,0.0817586565496485
262,2025-06-15 20:49:46.064194,New York,US,40.712776,-74.005974,69,Mass,0.026593561765317533
263,2025-03-19 05:37:32.064194,Mexico City,MX,19.432608,-99.133209,39,Mass,0.01
264,2025-02-26 12:23:09.064194,Montreal,CA,45.501689,-73.567256,45,Student,0.01890661991340227
265,2025-06-12 18:04:55.064194,London,UK,51.507351,-0.127758,38,Mass,0.04989567626654895
266,2024-12-31 23:20:22.064194,Toronto,CA,43.65107,-79.347015,67,Affluent,0.01558771992255474
267,2025-01-30 00:01:23.064194,Calgary,CA,51.044733,-114.071883,58,Mass,0.12033838350347595
268,2025-04-15 01:27:53.064194,Montreal,CA,45.501689,-73.567256,53,Mass,0.0392974478457754
269,2025-03-28 11:34:57.064194,London,UK,51.507351,-0.127758,65,Mass,0.07406406876112448
270,2025-07-06 15:44:00.064194,Mexico City,MX,19.432608,-99.133209,33,Mass,0.1664690477136725
271,2025-06-04 15:49:50.064194,London,UK,51.507351,-0.127758,37,Student,0.06852209225011623
272,2024-12-16 06:43:45.064194,New York,US,40.712776,-74.005974,58,Student,0.01
273,2024-12-26 00:04:43.064194,Toronto,CA,43.65107,-79.347015,58,Mass,0.14635062370903792
