transaction_id,customer_id,merchant_id,timestamp,amount,currency,channel,device,merchant_city,merchant_country,mcc,merchant_category,time_since_prev_sec,distance_from_prev_km,velocity_10m,amount_z_by_customer,hour,dow,is_night,baseline_risk,account_age_days,merchant_risk,home_city,home_country,is_fraud
18972,7,528,2025-05-08 11:33:43.064194,46.99685085975828,CAD,ECOM,android,Mexico City,MX,5411,Grocery,,,1,-0.22305052941589099,11,3,0,0.09336562168400006,49,0.12808996055254795,Calgary,CA,0
1359,7,492,2025-05-21 10:23:36.064194,86.02114077401951,CAD,POS,android,Chicago,US,5300,Wholesale Clubs,1118993.0,2721.5460045229556,1,0.2055709291608614,10,2,0,0.09336562168400006,61,0.08,Calgary,CA,0
15098,7,170,2025-05-26 22:54:41.064194,11.416521176324883,USD,POS,android,Montreal,CA,4121,Taxis,477065.0,1198.385509341302,1,-1.1970454805503286,22,0,0,0.09336562168400006,67,0.10649192608880562,Calgary,CA,0
17654,7,115,2025-07-15 08:50:29.064194,352.11337710522315,USD,ECOM,android,Montreal,CA,4789,Travel,4269348.0,0.0,1,1.2145250808053587,8,1,0,0.09336562168400006,116,0.32234772463269523,Calgary,CA,0
7467,8,477,2025-04-01 16:33:30.064194,30.314183856582662,CAD,ECOM,android,Calgary,CA,4111,Transport,,,1,-0.14812442740679915,16,1,0,0.20792917473191846,23,0.10955563960929106,Vancouver,CA,0
7546,8,469,2025-04-02 23:41:43.064194,26.9768922337846,USD,ECOM,android,San Francisco,US,5411,Grocery,112093.0,1615.1866398770496,1,-0.24830171734127499,23,2,0,0.20792917473191846,24,0.09271013841194044,Vancouver,CA,0
14056,8,135,2025-06-30 05:38:44.064194,56.01916457317845,CAD,ECOM,android,Mexico City,MX,5812,Restaurants,7624621.0,3037.6029998560134,1,0.38463514260999615,5,0,0,0.20792917473191846,113,0.09480080872488966,Vancouver,CA,0
390,8,146,2025-08-09 06:33:06.064194,8.733756473472079,USD,ECOM,android,Paris,FR,4111,Transport,3459262.0,9196.254187484436,1,-1.1868318151237491,6,5,0,0.20792917473191846,153,0.08,Vancouver,CA,0
2975,8,429,2025-08-28 21:16:59.064194,33.31809329477502,CAD,POS,android,Paris,FR,4111,Transport,1694633.0,0.0,1,-0.06669562073240393,21,3,0,0.20792917473191846,172,0.12306596652937926,Vancouver,CA,0
12330,8,572,2025-08-28 23:19:50.064194,123.39621258657631,CAD,POS,android,London,UK,4812,Telecom,7371.0,343.54945062741103,1,1.078087652372781,23,3,0,0.20792917473191846,172,0.08,Vancouver,CA,0
12971,8,489,2025-09-09 08:14:21.064194,404.198798131546,CAD,ECOM,android,Mexico City,MX,4789,Travel,982471.0,8928.734540397903,1,2.1278489111422423,8,1,0,0.20792917473191846,184,0.3658262300090615,Vancouver,CA,0
19298,8,58,2025-09-13 14:36:48.064194,31.105355624468444,CAD,POS,android,London,UK,4111,Transport,368547.0,8928.734540397903,1,-0.1259437191263804,14,5,0,0.20792917473191846,188,0.12584921532501764,Vancouver,CA,0
6324,8,309,2025-09-14 01:37:46.064194,11.757406068178241,USD,POS,android,Toronto,CA,4111,Transport,39658.0,5710.353260742427,1,-0.9463612930561685,1,6,1,0.20792917473191846,188,0.08,Vancouver,CA,0
19666,8,521,2025-09-21 09:05:25.064194,12.92813049263524,USD,POS,android,Paris,FR,7995,Gambling,631659.0,5998.555650046911,1,-0.868313113338241,9,6,0,0.20792917473191846,196,0.3537402443405575,Vancouver,CA,0
17944,9,128,2025-04-15 03:06:44.064194,21.146159267568,CAD,ECOM,android,Paris,FR,5999,Misc Retail,,,1,-1.2598444396647577,3,1,1,0.01,0,0.12646978373667636,Paris,FR,0
4392,9,409,2025-04-22 23:39:56.064194,31.02684900509933,CAD,POS,android,Mexico City,MX,4111,Transport,678792.0,9196.254187484436,1,-0.653847207161039,23,1,0,0.01,0,0.08,Paris,FR,0
19596,9,122,2025-05-25 17:07:26.064194,56.10792412114911,CAD,ATM,n/a,Vancouver,CA,4121,Taxis,2827650.0,3946.4827971478617,1,0.29621952196486284,17,6,0,0.01,0,0.08914995837002947,Paris,FR,0
6062,9,66,2025-06-21 00:02:33.064194,89.21395721792824,CAD,POS,android,Vancouver,CA,4812,Telecom,2271307.0,0.0,1,1.0473148283460807,0,5,1,0.01,2,0.08,Paris,FR,0
18413,9,36,2025-07-11 01:14:56.064194,28.946334431999688,USD,POS,android,London,UK,4111,Transport,1732343.0,7578.211877858139,1,-0.7641813214834643,1,4,1,0.01,22,0.08,Paris,FR,0
9167,9,184,2025-07-16 23:14:38.064194,44.3826168968897,CAD,POS,android,Chicago,US,5999,Misc Retail,511182.0,6352.981829681886,1,-0.0812880060961284,23,2,0,0.01,28,0.08,Paris,FR,0
9752,9,599,2025-07-22 12:46:50.064194,55.33473593353627,CAD,ECOM,android,San Francisco,US,7995,Gambling,480732.0,2984.9080688250983,1,0.27382740484354434,12,1,0,0.01,34,0.37106411047932253,Paris,FR,0
1441,9,416,2025-07-24 20:56:20.064194,156.6362254651042,EUR,POS,android,London,UK,4789,Travel,202170.0,8616.434631301958,1,1.964097101721019,20,3,0,0.01,36,0.3,Paris,FR,0
8666,9,362,2025-08-03 16:42:37.064194,55.346620884935184,CAD,POS,android,Mexico City,MX,4111,Transport,848777.0,8928.734540397903,1,0.2741739221796456,16,6,0,0.01,46,0.08378646405215014,Paris,FR,0
1183,9,48,2025-08-19 20:13:41.064194,23.46197293782995,CAD,ECOM,android,Paris,FR,5999,Misc Retail,1395064.0,9196.254187484436,1,-1.0964718046497623,20,1,0,0.01,62,0.08,Paris,FR,0
2250,10,251,2025-04-05 14:21:32.064194,2.8385496905919436,CAD,POS,android,London,UK,4121,Taxis,,,1,-1.876617451312038,14,5,0,0.14096795625837166,24,0.08,London,UK,0
10062,10,126,2025-05-20 22:39:45.064194,23.252202310424195,USD,ECOM,android,Mexico City,MX,4111,Transport,3917893.0,8928.734540397903,1,0.43391954924014475,22,1,0,0.14096795625837166,69,0.12485747057149499,London,UK,0
10130,10,357,2025-06-04 16:33:39.064194,11.280204030892419,CAD,ECOM,android,Toronto,CA,4121,Taxis,1274034.0,3262.759071878729,1,-0.41904407583929876,16,2,0,0.14096795625837166,84,0.08,London,UK,0
17414,10,180,2025-07-01 05:41:48.064194,23.896577310250954,CAD,POS,android,Vancouver,CA,5999,Misc Retail,2293689.0,3361.626855905792,1,0.4667873881176059,5,1,0,0.14096795625837166,111,0.13952724177332207,London,UK,0
4149,10,483,2025-07-14 07:21:50.064194,39.459905531057046,CAD,POS,android,Mexico City,MX,5999,Misc Retail,1129202.0,3946.4827971478617,1,1.0754157027224243,7,0,0,0.14096795625837166,124,0.08,London,UK,0
1856,10,467,2025-07-27 03:09:20.064194,8.291968203980632,CAD,POS,android,Paris,FR,4121,Taxis,1108050.0,9196.254187484436,1,-0.768540316196364,3,6,1,0.14096795625837166,137,0.11752083143135145,London,UK,0
16250,10,456,2025-08-03 19:34:55.064194,39.34852622112634,CAD,POS,android,Mexico City,MX,4111,Transport,663935.0,9196.254187484436,1,1.0719605405270074,19,6,0,0.14096795625837166,144,0.08,London,UK,0
17304,10,350,2025-08-13 20:48:27.064194,16.37745846966382,CAD,POS,android,Calgary,CA,4121,Taxis,868412.0,3751.5920325142397,1,0.016118662740519776,20,2,0,0.14096795625837166,154,0.08,London,UK,0
2416,11,366,2025-04-10 23:21:16.064194,10.405849911510106,CAD,POS,android,Mexico City,MX,4121,Taxis,,,1,-1.6660979921988948,23,3,0,0.08569372790364796,76,0.08,Mexico City,MX,0
5548,11,563,2025-04-19 15:55:18.064194,112.87163801130126,EUR,POS,android,Montreal,CA,5411,Grocery,750842.0,3728.909520977484,1,0.878219525872526,15,5,0,0.08569372790364796,84,0.08183293523190942,Mexico City,MX,0
11285,11,522,2025-04-27 06:43:13.064194,54.268217737214044,CAD,POS,android,Toronto,CA,7995,Gambling,658075.0,501.7556605985222,1,0.07888701711055646,6,6,0,0.08569372790364796,92,0.3,Mexico City,MX,0
7462,11,473,2025-05-08 07:13:42.064194,23.732962831576554,CAD,POS,android,Chicago,US,5411,Grocery,952229.0,703.9552687283609,1,-0.8102200368571365,7,3,0,0.08569372790364796,103,0.09917156610591472,Mexico City,MX,0
1605,11,272,2025-05-08 19:23:19.064194,109.10530983383661,CAD,POS,android,Chicago,US,4812,Telecom,43777.0,0.0,1,0.8410274210931178,19,3,0,0.08569372790364796,104,0.08,Mexico City,MX,0
19726,11,500,2025-05-10 08:57:07.064194,134.64583337158186,CAD,POS,android,Mexico City,MX,4789,Travel,135228.0,2721.5460045229556,1,1.0717022550731061,8,5,0,0.08569372790364796,105,0.3,Mexico City,MX,0
17142,11,491,2025-06-01 16:34:54.064194,24.37583553236824,CAD,POS,android,San Francisco,US,4121,Taxis,1928267.0,3037.6029998560134,1,-0.7818454331260792,16,6,0,0.08569372790364796,127,0.09012804656882376,Mexico City,MX,0
5381,11,423,2025-06-17 19:11:33.064194,34.511950558156336,CAD,POS,android,Paris,FR,5999,Misc Retail,1391799.0,8953.389404198404,1,-0.4102270413060264,19,1,0,0.08569372790364796,144,0.08,Mexico City,MX,0
6221,11,378,2025-06-24 01:17:11.064194,231.62925551238737,MXN,POS,android,London,UK,5300,Wholesale Clubs,540338.0,343.54945062741103,1,1.6681533880017678,1,1,1,0.08569372790364796,150,0.1178266105563246,Mexico City,MX,0
16947,11,349,2025-07-01 22:34:50.064194,81.77862372330156,MXN,ECOM,android,London,UK,7995,Gambling,681459.0,0.0,1,0.5255871463932364,22,1,0,0.08569372790364796,158,0.3759955189404042,Mexico City,MX,0
17046,11,35,2025-08-11 22:28:13.064194,20.893663425332342,USD,POS,android,Mexico City,MX,7995,Gambling,3542003.0,8928.734540397903,1,-0.9450572753277581,22,0,0,0.08569372790364796,199,0.3,Mexico City,MX,0
9221,11,424,2025-09-02 05:11:34.064194,33.25334035796642,CAD,POS,android,Chicago,US,4812,Telecom,1838601.0,2721.5460045229556,1,-0.45012897472841445,5,1,0,0.08569372790364796,220,0.12382611499104074,Mexico City,MX,0
14843,12,476,2025-04-04 20:57:47.064194,44.57007321522102,CAD,POS,ios,Toronto,CA,4111,Transport,,,1,-0.5568351916567345,20,4,0,0.06594534299238256,125,0.08,Vancouver,CA,0
2415,12,85,2025-04-14 00:13:23.064194,78.7208264200463,CAD,POS,ios,Paris,FR,5999,Misc Retail,789336.0,5998.555650046911,1,-0.017114724622575822,0,0,1,0.06594534299238256,134,0.09546785539746916,Vancouver,CA,0
19082,12,239,2025-04-17 16:45:43.064194,608.6294574378893,EUR,ECOM,ios,Vancouver,CA,4789,Travel,318740.0,7920.842464483109,1,1.9460612842029938,16,3,0,0.06594534299238256,138,0.3,Vancouver,CA,0
15028,12,183,2025-04-22 23:28:56.064194,31.832272809114865,CAD,ECOM,ios,Calgary,CA,4111,Transport,456193.0,673.1717211418028,1,-0.8732092182570222,23,1,0,0.06594534299238256,143,0.08,Vancouver,CA,0
18893,12,226,2025-05-03 08:12:06.064194,19.802143191202955,CAD,ECOM,ios,Toronto,CA,4111,Transport,895390.0,2713.451387823102,1,-1.3136054328335969,8,5,0,0.06594534299238256,154,0.15776061553014195,Vancouver,CA,0
11574,12,462,2025-05-16 02:20:05.064194,93.22610340065158,CAD,POS,ios,Paris,FR,7995,Gambling,1102079.0,5998.555650046911,1,0.14420550358476691,2,4,1,0.06594534299238256,166,0.40025722244895867,Vancouver,CA,0
3807,12,296,2025-05-21 04:45:12.064194,276.9267373993569,USD,POS,ios,Vancouver,CA,4789,Travel,440707.0,7920.842464483109,1,1.1880378685448718,4,2,1,0.06594534299238256,171,0.3242194919208939,Vancouver,CA,1
8615,12,115,2025-05-22 16:05:46.064194,461.8504678177011,CAD,POS,ios,Montreal,CA,4789,Travel,127234.0,3686.3260295290816,1,1.680246966275209,16,3,0,0.06594534299238256,173,0.32234772463269523,Vancouver,CA,0
16458,12,2,2025-06-20 04:42:03.064194,54.80309610004978,USD,POS,ios,Toronto,CA,7995,Gambling,2464577.0,501.7556605985222,1,-0.3613416327426516,4,4,1,0.06594534299238256,201,0.3,Vancouver,CA,0
6187,12,471,2025-06-30 04:07:27.064194,35.99765562430496,CAD,POS,ios,Paris,FR,6011,ATM Cash,861924.0,5998.555650046911,1,-0.757943785888739,4,0,1,0.06594534299238256,211,0.3,Vancouver,CA,0
14049,12,22,2025-07-02 08:51:05.064194,56.928568202185495,EUR,POS,ios,San Francisco,US,5411,Grocery,189818.0,8953.389404198404,1,-0.3252676204812685,8,2,0,0.06594534299238256,214,0.10278684115979853,Vancouver,CA,0
12331,12,313,2025-07-03 18:45:27.064194,21.570640792444433,CAD,POS,ios,Toronto,CA,5812,Restaurants,122062.0,3646.6929494706687,1,-1.2348649825758724,18,3,0,0.06594534299238256,215,0.08,Vancouver,CA,0
5895,12,90,2025-07-10 21:26:54.064194,56.746638573437764,EUR,POS,ios,Calgary,CA,4789,Travel,614487.0,2713.451387823102,1,-0.3283031423973602,21,3,0,0.06594534299238256,222,0.3522139494748322,Vancouver,CA,0
6943,12,397,2025-08-20 13:43:01.064194,77.24238709288193,CAD,ECOM,ios,London,UK,7995,Gambling,3514567.0,7034.98242853028,1,-0.03517939717551946,13,2,0,0.06594534299238256,263,0.3083746095952186,Vancouver,CA,0
7050,12,558,2025-09-14 13:14:50.064194,193.8063104656328,USD,POS,ios,Toronto,CA,5411,Grocery,2158309.0,5710.353260742427,1,0.845113506023505,13,6,0,0.06594534299238256,288,0.12587347368627855,Vancouver,CA,0
15147,13,231,2025-03-28 18:21:14.064194,29.69221893731336,CAD,POS,android,Vancouver,CA,4111,Transport,,,1,-0.6467888164803037,18,4,0,0.19149970468019756,0,0.08102533077364743,Montreal,CA,0
789,13,26,2025-04-01 00:33:29.064194,59.674117027849285,USD,POS,android,San Francisco,US,5300,Wholesale Clubs,281535.0,1280.8418890185073,1,0.3013271706863022,0,1,1,0.19149970468019756,0,0.0947865150226997,Montreal,CA,0
15055,13,453,2025-04-01 14:20:47.064194,45.74484145218861,CAD,POS,android,Vancouver,CA,5999,Misc Retail,49638.0,1280.8418890185073,1,-0.06151705277080842,14,1,0,0.19149970468019756,0,0.08,Montreal,CA,0
18915,13,73,2025-04-11 15:54:32.064194,12.637656519423963,CAD,ATM,n/a,Toronto,CA,5999,Misc Retail,869625.0,3361.626855905792,1,-1.7752969546088375,15,4,0,0.19149970468019756,0,0.15635746648086138,Montreal,CA,0
6775,13,546,2025-05-25 18:34:50.064194,54.7556230810089,USD,POS,android,New York,US,4121,Taxis,3811218.0,547.9184608800983,1,0.18371635960298274,18,6,0,0.19149970468019756,0,0.10347469418824704,Montreal,CA,0
11245,13,154,2025-05-30 14:42:45.064194,75.98675082853262,CAD,ECOM,android,Mexico City,MX,6011,ATM Cash,418075.0,3359.383088682167,1,0.6325950495209912,14,4,0,0.19149970468019756,0,0.30976000877538457,Montreal,CA,0
14252,13,582,2025-06-01 21:06:31.064194,103.57425594194734,CAD,POS,android,Vancouver,CA,6011,ATM Cash,195826.0,3946.4827971478617,1,1.0586705181084204,21,6,0,0.19149970468019756,0,0.3076653123802686,Montreal,CA,0
11400,13,557,2025-06-24 23:39:09.064194,172.49496372793726,EUR,POS,android,Chicago,US,4789,Travel,1996358.0,2852.6499646525485,1,1.7629686407641167,23,1,0,0.19149970468019756,0,0.3,Montreal,CA,0
7325,13,511,2025-06-28 21:13:39.064194,23.65288360480029,CAD,POS,android,Paris,FR,4121,Taxis,336870.0,6650.627144116943,1,-0.9516226583211652,21,5,0,0.19149970468019756,0,0.11572868941723169,Montreal,CA,0
10601,13,333,2025-08-22 04:45:18.064194,26.14371388680528,USD,POS,android,Paris,FR,5812,Restaurants,4692699.0,0.0,1,-0.8177171322852268,4,4,1,0.19149970468019756,0,0.08,Montreal,CA,0
18672,13,41,2025-09-01 12:34:44.064194,60.21459067650035,USD,POS,android,New York,US,4111,Transport,892166.0,5837.241675145557,1,0.3136648757835261,12,0,0,0.19149970468019756,0,0.10914845654316539,Montreal,CA,0
12509,14,247,2025-04-07 04:00:05.064194,329.83380796990156,USD,POS,android,Chicago,US,4789,Travel,,,1,1.1111757595313188,4,0,1,0.09141407127481613,0,0.3,London,UK,1
6604,14,233,2025-04-17 11:52:18.064194,119.44301394430772,USD,POS,android,Mexico City,MX,7995,Gambling,892333.0,2721.5460045229556,1,0.13447730415114637,11,3,0,0.09141407127481613,0,0.3,London,UK,0
6689,14,83,2025-04-27 20:26:37.064194,18.072912423422643,CAD,POS,android,Paris,FR,5999,Misc Retail,894859.0,9196.254187484436,1,-1.6468912257374382,20,6,0,0.09141407127481613,0,0.08,London,UK,0
5841,14,572,2025-05-10 06:51:44.064194,174.41896745424964,CAD,POS,android,London,UK,4812,Telecom,1074307.0,343.54945062741103,1,0.49792223845924705,6,5,0,0.09141407127481613,0,0.08,London,UK,0
3998,14,445,2025-05-29 01:32:18.064194,43.47422313527315,CAD,POS,android,London,UK,7995,Gambling,1622434.0,0.0,1,-0.8285219346515463,1,3,1,0.09141407127481613,0,0.3169573188592369,London,UK,0
2135,14,73,2025-06-03 00:03:43.064194,31.175164191429563,CAD,POS,android,Toronto,CA,5999,Misc Retail,426685.0,5710.353260742427,1,-1.1414272334354485,0,1,1,0.09141407127481613,0,0.15635746648086138,London,UK,0
933,14,402,2025-06-15 17:49:08.064194,345.8299184113001,USD,ECOM,android,London,UK,6011,ATM Cash,1100725.0,5710.353260742427,1,1.1568173790058427,17,6,0,0.09141407127481613,11,0.3,London,UK,0
